id_transacao;id_colaborador;id_beneficio;valor;data;local
563;129;5;171.05;2025-07-31;Rocha
564;79;3;30.32;2025-06-07;Moraes
565;10;6;438.58;2025-06-01;Alves
566;199;1;106.66;2025-07-30;Moreira
567;148;6;267.35;2025-07-23;Almeida
568;152;2;72.97;2025-04-30;Porto
569;11;3;103.21;2025-08-01;Moraes
570;39;4;157.82;2025-04-02;da Cunha S/A
571;47;1;156.65;2025-06-24;Santos e Filhos
572;176;1;366.63;2025-07-14;Jesus
573;64;3;191.85;2025-04-21;Garcia - EI
574;60;6;373.73;2025-05-07;Peixoto
575;81;5;204.99;2025-07-23;Camargo S.A.
576;47;6;176.59;2025-06-22;Pimenta
577;160;4;198.86;2025-08-26;Araújo Cirino Ltda.
578;170;5;65.58;2025-04-27;Cirino Brito - EI
579;28;4;210.77;2025-04-10;Ferreira
580;90;1;268.28;2025-03-09;Nascimento
581;12;1;373.85;2025-04-07;das Neves S.A.
582;178;3;360.62;2025-06-05;Moraes Nunes S/A
583;95;6;417.87;2025-04-18;Costela - ME
584;108;5;218.01;2025-08-05;Melo - ME
585;176;2;395.29;2025-08-02;Caldeira
586;189;4;111.92;2025-05-16;Sales
587;155;1;312.61;2025-04-18;Ribeiro Gonçalves Ltda.
588;50;6;443.85;2025-08-19;Duarte Lima S.A.
589;26;3;451.25;2025-07-24;Ferreira S.A.
590;24;1;433.83;2025-04-26;Siqueira Souza - ME
591;180;5;191.13;2025-03-16;da Conceição
592;140;2;141.27;2025-06-28;Pires Cassiano e Filhos
593;112;1;414.13;2025-07-02;Cavalcante
594;50;6;57.56;2025-05-12;Jesus
595;157;2;251.88;2025-08-07;Porto - EI
596;139;1;84.02;2025-07-29;Cunha
597;159;4;452.96;2025-07-29;Fonseca
598;78;3;104.19;2025-08-03;Rios - ME
599;30;5;305.59;2025-05-27;da Rosa Ltda.
600;7;3;176.02;2025-06-09;Barros - EI
601;159;3;371.14;2025-03-07;Rodrigues Melo - ME
602;24;6;62.07;2025-08-09;Montenegro - EI
603;89;6;301.14;2025-06-11;Novais Rios S.A.
604;120;6;145.64;2025-04-14;Souza Barros S.A.
605;57;6;95.67;2025-03-05;Rodrigues
606;151;1;337.79;2025-07-18;Sampaio
607;9;5;456.39;2025-03-13;Câmara
608;37;6;296.73;2025-05-08;Ribeiro Duarte e Filhos
609;46;3;389.86;2025-06-01;Pereira S/A
610;118;1;305.54;2025-08-06;Sales S/A
611;133;3;309.14;2025-08-09;Abreu - ME
612;169;1;238.33;2025-04-28;Cavalcante
613;160;4;409.1;2025-05-26;da Cruz Cardoso - EI
614;16;6;409.69;2025-07-21;Souza
615;92;4;34.6;2025-08-12;Nascimento
616;78;5;260.62;2025-04-13;Pastor Ltda.
617;155;6;271.89;2025-05-17;Nunes da Cunha S/A
618;169;1;37.67;2025-03-29;Pinto
619;104;6;210.99;2025-06-15;Azevedo Ltda.
620;118;4;46.56;2025-06-05;Teixeira - ME
621;34;2;399.11;2025-03-12;Moura Silva S/A
622;24;1;26.33;2025-05-27;Aparecida
623;62;6;251.6;2025-04-16;Santos
624;126;5;386.67;2025-03-03;Castro
625;146;6;159.8;2025-06-18;Souza Rios e Filhos
626;45;2;338.31;2025-05-19;Cunha Cassiano S/A
627;8;5;22.52;2025-08-04;Pinto Martins S.A.
628;97;3;456.22;2025-03-19;Aragão Leão - EI
629;22;5;115.27;2025-05-29;Viana
630;62;2;141.89;2025-06-03;Cirino da Luz S/A
631;149;2;462.65;2025-03-21;Abreu
632;32;3;463.53;2025-06-16;Borges
633;24;2;333.4;2025-03-27;Monteiro e Filhos
634;166;1;384.35;2025-06-21;Moreira Sampaio S/A
635;30;2;372.88;2025-04-17;Cavalcanti Farias S/A
636;137;6;79.54;2025-05-29;Monteiro - ME
637;37;5;146.38;2025-06-12;Brito
638;139;3;384.99;2025-06-24;Siqueira - EI
639;125;5;12.39;2025-04-15;Ribeiro Aragão - EI
640;51;4;139.89;2025-03-30;da Mata da Cunha Ltda.
641;27;3;254.54;2025-05-15;da Rosa
642;46;1;92.57;2025-08-07;Caldeira
643;196;1;51.83;2025-08-17;Sampaio e Filhos
644;162;1;216.39;2025-07-11;Monteiro
645;110;5;312.49;2025-06-16;Santos
646;173;5;127.85;2025-04-21;Silveira
647;163;3;381.91;2025-08-18;Fogaça
648;103;3;227.46;2025-06-02;Moraes
649;115;3;36.81;2025-06-07;da Cruz Barbosa S.A.
650;137;2;185.61;2025-07-07;Mendonça - ME
651;53;1;357.51;2025-04-02;Camargo
652;29;3;468.08;2025-07-23;Barros
653;63;5;274.19;2025-08-23;Vargas
654;113;6;415.23;2025-06-30;Monteiro Leão - ME
655;5;6;276.21;2025-07-11;Azevedo Ltda.
656;129;4;392.93;2025-03-22;Teixeira
657;77;6;347.23;2025-05-14;da Mota Ltda.
658;75;3;493.05;2025-03-06;Jesus
659;189;3;233.14;2025-03-10;Barbosa Azevedo - ME
660;52;4;208.73;2025-05-18;Dias - EI
661;141;5;187.15;2025-04-09;Almeida Duarte S.A.
662;196;2;417.12;2025-06-29;Moura
663;122;4;223.31;2025-04-03;Vasconcelos
664;91;4;238.26;2025-08-06;Sá S.A.
665;124;2;391.5;2025-05-23;Camargo
666;76;1;301.65;2025-06-06;Mendes
667;177;1;247.43;2025-06-12;Ramos Mendonça - EI
668;82;5;59.87;2025-08-16;da Mata e Filhos
669;91;1;466.7;2025-06-04;Ramos
670;98;6;81.12;2025-05-03;Silveira
671;103;3;13.79;2025-06-23;Pimenta
672;184;5;206.43;2025-08-15;Teixeira - EI
673;84;3;222.2;2025-03-29;Rios
674;20;5;392.63;2025-03-06;Azevedo - ME
675;5;6;56.64;2025-08-12;da Rosa
676;63;3;230.77;2025-07-26;Abreu Macedo e Filhos
677;110;1;491.69;2025-03-06;Gonçalves Ltda.
678;106;5;496.49;2025-04-02;Sales
679;96;6;99.81;2025-05-16;Martins da Paz - ME
680;120;4;152.74;2025-05-14;Silva Fernandes S.A.
681;150;6;87.83;2025-07-25;Lopes Vargas - EI
682;120;6;19.74;2025-08-15;Vasconcelos Moraes - EI
683;3;3;106.0;2025-07-10;Carvalho Ltda.
684;180;1;321.37;2025-03-29;Teixeira S.A.
685;187;3;422.75;2025-08-26;Pires
686;182;1;368.98;2025-03-18;Peixoto Pires - EI
687;172;2;342.42;2025-07-31;Abreu Ltda.
688;91;6;236.14;2025-05-22;Sousa
689;65;6;470.0;2025-06-19;Albuquerque
690;21;1;17.89;2025-05-26;Rios Aparecida Ltda.
691;123;1;97.28;2025-03-16;Vargas Monteiro S.A.
692;62;1;343.83;2025-04-12;Rezende
693;17;2;321.56;2025-03-09;Rodrigues - ME
694;93;2;165.95;2025-07-10;Pimenta S/A
695;94;3;113.69;2025-05-24;Martins e Filhos
696;126;3;327.49;2025-05-31;Sousa e Filhos
697;7;1;215.44;2025-04-07;Rodrigues Nogueira e Filhos
698;37;5;201.08;2025-05-10;Lima
699;176;3;386.04;2025-05-18;Sampaio
700;163;4;184.67;2025-06-22;Lima - EI
701;93;4;37.72;2025-07-18;Melo
702;10;6;246.53;2025-06-02;da Mota
703;62;1;113.96;2025-05-05;Pacheco e Filhos
704;21;3;257.49;2025-04-04;Vargas
705;158;4;375.56;2025-07-07;da Rocha
706;198;6;21.16;2025-05-03;Casa Grande Ferreira S/A
707;95;1;419.59;2025-06-10;Duarte
708;106;2;172.87;2025-08-10;Cavalcante Garcia S/A
709;30;6;477.5;2025-06-21;Cavalcanti
710;38;2;416.85;2025-07-04;Dias S/A
711;103;5;472.45;2025-05-07;Novais
712;70;6;186.21;2025-08-13;Ferreira
713;107;3;29.22;2025-04-11;Macedo S/A
714;39;2;359.03;2025-04-04;Vieira
715;175;1;281.96;2025-04-03;Nogueira
716;26;2;50.9;2025-04-26;da Luz - ME
717;82;1;151.01;2025-06-20;Nascimento
718;38;5;166.85;2025-04-13;Casa Grande S/A
719;161;2;288.96;2025-03-07;Nogueira
720;110;2;271.24;2025-04-21;Mendes
721;12;6;145.67;2025-03-30;Brito Sampaio Ltda.
722;34;6;68.71;2025-03-31;Vasconcelos Garcia - EI
723;63;4;119.23;2025-06-06;Pereira
724;185;5;361.0;2025-06-03;Andrade
725;26;1;356.13;2025-06-20;Gonçalves
726;114;5;184.47;2025-06-11;Nogueira Sales S/A
727;81;5;44.8;2025-07-13;Silva Vieira - ME
728;165;6;352.12;2025-03-18;Novais Carvalho - EI
729;108;1;145.47;2025-05-25;Cardoso e Filhos
730;67;4;153.81;2025-06-23;Cassiano Alves - EI
731;185;1;327.47;2025-05-03;Gonçalves
732;56;5;125.59;2025-04-03;da Mota S.A.
733;110;6;335.64;2025-08-01;Vieira Lima e Filhos
734;53;1;226.07;2025-05-31;Vasconcelos
735;198;2;303.89;2025-03-26;Fonseca da Cruz e Filhos
736;114;2;383.25;2025-03-22;Moraes
737;106;1;414.37;2025-04-01;Lopes
738;112;6;450.65;2025-05-14;da Mota Novaes - EI
739;62;3;235.15;2025-08-25;Aparecida Ltda.
740;196;4;326.18;2025-07-17;Correia - EI
741;10;6;285.33;2025-03-04;Silva
742;88;1;401.44;2025-03-23;Novais - EI
743;58;6;39.02;2025-06-22;Aragão
744;40;4;332.35;2025-05-01;Leão - ME
745;150;4;148.25;2025-07-29;Barbosa
746;3;2;52.03;2025-05-10;Ferreira Ltda.
747;69;6;291.1;2025-07-31;Ferreira Peixoto Ltda.
748;144;6;495.96;2025-08-04;Gonçalves Costela Ltda.
749;111;4;293.29;2025-06-13;Machado Campos e Filhos
750;10;2;276.51;2025-05-24;Nascimento Ltda.
751;110;3;33.02;2025-08-22;Freitas Moura S.A.
752;67;5;417.76;2025-06-15;Castro
753;89;1;93.92;2025-08-24;Moreira Ltda.
754;185;6;235.12;2025-06-25;Pacheco
755;78;1;119.24;2025-07-16;Borges
756;25;1;480.84;2025-08-29;Lopes - EI
757;79;2;57.29;2025-03-12;Ribeiro Siqueira e Filhos
758;8;2;261.36;2025-06-17;Barbosa da Paz S.A.
759;125;4;53.8;2025-08-07;Almeida
760;52;1;473.43;2025-06-21;Araújo
761;28;5;174.99;2025-03-10;Brito
762;93;5;312.13;2025-04-19;Almeida
763;200;4;130.67;2025-06-13;Pires
764;31;3;342.65;2025-07-07;Marques Ltda.
765;69;6;73.0;2025-03-16;Garcia
766;162;1;189.48;2025-06-23;Garcia
767;141;5;252.93;2025-04-09;Cavalcanti Aragão e Filhos
768;67;5;124.49;2025-07-26;da Rosa Ltda.
769;109;4;393.69;2025-08-02;Monteiro da Mata - EI
770;18;3;234.03;2025-04-01;Jesus S/A
771;98;6;260.53;2025-07-18;Cardoso Garcia S/A
772;133;2;150.28;2025-05-28;Castro - ME
773;14;2;318.6;2025-07-30;Brito e Filhos
774;22;3;304.93;2025-07-15;Novaes Silveira S/A
775;69;1;82.7;2025-07-02;Guerra
776;112;5;324.95;2025-04-15;Garcia
777;82;2;33.33;2025-08-03;Martins Camargo - ME
778;28;2;248.64;2025-04-20;Souza
779;37;2;38.67;2025-06-28;Pereira e Filhos
780;3;6;123.09;2025-05-18;Pires - EI
781;51;2;111.68;2025-05-28;da Rocha Alves e Filhos
782;17;6;213.74;2025-05-23;Dias Ferreira - ME
783;62;3;490.78;2025-05-23;Sampaio
784;3;1;315.86;2025-04-13;Rios Cavalcanti S.A.
785;32;4;293.53;2025-08-26;das Neves
786;154;6;163.51;2025-06-12;Pires
787;23;5;341.62;2025-06-20;Azevedo
788;109;1;475.36;2025-07-25;Brito
789;77;2;128.98;2025-08-04;Rodrigues
790;20;1;490.31;2025-08-30;Sampaio
791;18;6;121.55;2025-06-10;Câmara
792;94;3;450.5;2025-08-16;Nascimento Ltda.
793;17;2;487.95;2025-07-28;Novais Caldeira S.A.
794;196;5;495.79;2025-04-17;Lopes
795;112;2;103.49;2025-06-22;Mendonça Vieira S.A.
796;150;2;72.91;2025-05-13;Ribeiro Camargo S.A.
797;196;3;110.49;2025-05-24;Cavalcanti - ME
798;13;3;303.68;2025-05-14;Câmara Souza S.A.
799;199;2;51.16;2025-08-14;Moura Castro Ltda.
800;101;6;216.93;2025-05-31;Peixoto
801;166;3;309.9;2025-07-12;Fonseca - EI
802;180;3;438.23;2025-08-19;Campos e Filhos
803;119;6;449.57;2025-08-07;Mendonça - EI
804;172;5;100.26;2025-05-19;Rodrigues
805;22;5;322.72;2025-08-23;Moura
806;132;6;121.87;2025-07-21;da Conceição
807;152;3;434.79;2025-04-24;Moreira Câmara S/A
808;158;3;175.99;2025-03-09;Sá
809;69;2;467.11;2025-04-22;Câmara Porto - ME
810;191;6;168.08;2025-04-23;Novaes Aparecida - EI
811;145;5;347.95;2025-04-02;Cavalcante
812;85;2;28.57;2025-08-04;Azevedo - ME
813;99;2;490.61;2025-06-10;Melo Machado - ME
814;61;5;24.27;2025-05-31;Garcia S/A
815;10;6;318.15;2025-03-09;Carvalho Montenegro Ltda.
816;31;4;263.4;2025-03-30;Vieira
817;11;3;16.63;2025-07-31;Cassiano Ltda.
818;193;4;52.06;2025-07-11;da Rocha
819;1;4;314.39;2025-08-23;Cardoso
820;194;3;475.41;2025-08-03;Jesus
821;28;5;309.26;2025-05-21;Cavalcanti
822;192;1;178.03;2025-06-24;Rocha
823;64;6;112.98;2025-05-05;Casa Grande
824;39;4;178.98;2025-05-31;Nogueira
825;117;3;137.83;2025-08-11;Macedo
826;149;3;103.21;2025-05-01;Nascimento
827;40;2;429.14;2025-06-25;Almeida S.A.
828;198;4;73.33;2025-04-10;Costela Cavalcante - ME
829;6;2;274.2;2025-03-11;Pires
830;110;3;266.26;2025-04-23;Teixeira
831;198;4;152.69;2025-05-04;Alves
832;158;1;42.89;2025-03-19;Freitas
833;58;1;222.51;2025-06-14;Cardoso
834;146;1;36.58;2025-06-29;Siqueira
835;147;1;143.78;2025-05-07;Montenegro Caldeira e Filhos
836;165;4;265.24;2025-08-13;Casa Grande
837;89;5;482.28;2025-08-24;Nunes S.A.
838;102;3;386.93;2025-07-21;Mendonça S/A
839;154;3;113.98;2025-05-17;Novaes Ltda.
840;68;4;466.27;2025-07-26;Pereira
841;69;1;281.99;2025-07-20;Farias Garcia - ME
842;14;5;337.16;2025-08-15;Carvalho - EI
843;125;4;410.29;2025-07-12;Albuquerque
844;31;1;240.44;2025-03-05;da Mota Pacheco S/A
845;98;5;27.6;2025-07-23;Barros Aparecida Ltda.
846;48;3;462.32;2025-03-31;Gonçalves
847;140;3;241.05;2025-04-19;Peixoto
848;122;1;329.02;2025-06-17;Cavalcanti Ltda.
849;129;4;117.36;2025-07-19;Sá Farias S.A.
850;26;2;88.76;2025-07-11;da Conceição da Luz Ltda.
851;109;4;298.56;2025-07-24;Rocha
852;181;1;325.46;2025-05-04;Fernandes
853;169;2;167.52;2025-03-05;Machado
854;61;1;166.84;2025-03-12;da Mata
855;181;1;25.78;2025-08-20;Almeida
856;196;5;165.72;2025-05-08;Albuquerque
857;30;3;134.2;2025-04-08;Rios Teixeira - ME
858;20;2;311.78;2025-03-03;Abreu
859;123;3;462.52;2025-05-29;Sousa S.A.
860;58;3;421.24;2025-08-03;Novaes Carvalho - EI
861;178;5;279.63;2025-04-14;Marques e Filhos
862;39;6;147.42;2025-04-16;Gonçalves S.A.
863;118;1;215.4;2025-07-16;Cirino Moraes - ME
864;17;3;166.79;2025-04-04;Cassiano - EI
865;158;1;208.71;2025-06-22;Albuquerque S/A
866;77;6;49.91;2025-07-13;Souza
867;34;5;389.01;2025-06-11;Silveira Leão e Filhos
868;54;3;99.06;2025-08-10;Cassiano Monteiro e Filhos
869;140;3;25.35;2025-03-28;Cunha
870;2;2;53.94;2025-05-15;Machado Aparecida e Filhos
871;173;3;217.27;2025-08-02;Rezende - EI
872;192;6;58.37;2025-06-22;Barbosa Monteiro - EI
873;108;5;127.61;2025-03-23;Cunha
874;21;1;429.4;2025-04-29;Dias
875;132;1;30.61;2025-05-15;Lima
876;194;5;294.45;2025-04-17;Farias
877;70;5;396.77;2025-04-15;Araújo da Mota S/A
878;53;2;387.5;2025-06-16;Santos Novaes - EI
879;182;6;34.27;2025-05-23;Ribeiro
880;138;1;410.35;2025-06-09;Silveira
881;174;4;348.94;2025-04-05;Jesus S.A.
882;96;5;383.01;2025-08-28;Moura Marques e Filhos
883;51;3;245.23;2025-06-25;Rodrigues
884;11;5;120.84;2025-07-19;Cardoso
885;44;2;453.08;2025-05-10;das Neves
886;143;1;495.35;2025-05-22;da Mota
887;6;4;401.22;2025-06-02;Ramos
888;80;1;345.36;2025-08-05;Lima
889;67;2;430.58;2025-03-11;Rezende
890;2;3;224.59;2025-05-16;Sá
891;122;3;100.2;2025-05-03;Sales
892;64;6;397.07;2025-03-24;Vasconcelos - ME
893;78;2;168.38;2025-04-01;Lima
894;68;1;334.75;2025-05-06;da Costa da Mata S.A.
895;134;5;475.75;2025-06-11;Garcia - EI
896;198;2;95.22;2025-05-17;Ramos
897;145;2;187.88;2025-08-03;Rodrigues
898;107;6;96.17;2025-08-01;Moura Brito - ME
899;149;5;354.33;2025-04-29;Câmara Ltda.
900;35;5;288.52;2025-03-14;da Rosa e Filhos
901;160;1;174.89;2025-03-03;Nascimento Cardoso S/A
902;156;4;327.78;2025-07-23;Rios
903;134;2;156.57;2025-07-31;Fonseca - EI
904;51;5;87.71;2025-07-02;Mendonça Teixeira e Filhos
905;170;6;148.99;2025-03-07;Cirino - EI
906;200;6;352.2;2025-04-16;Silva
907;99;2;195.2;2025-04-02;Souza Castro Ltda.
908;101;2;160.6;2025-04-19;Abreu S/A
909;151;3;172.75;2025-07-27;Campos Campos - EI
910;142;2;287.98;2025-07-19;Siqueira - ME
911;179;6;330.12;2025-07-14;Araújo Ltda.
912;141;5;226.73;2025-05-16;Cirino Caldeira Ltda.
913;48;1;187.48;2025-05-05;Peixoto
914;106;4;378.19;2025-08-25;Nascimento
915;196;1;18.42;2025-06-29;Carvalho
916;144;1;383.94;2025-06-05;Pacheco
917;127;2;148.5;2025-05-22;Melo
918;93;3;175.12;2025-04-06;da Cunha Azevedo - ME
919;20;4;451.75;2025-03-04;Aragão
920;76;6;177.94;2025-03-29;Cassiano Borges Ltda.
921;33;4;436.19;2025-04-09;Moura - ME
922;74;1;411.78;2025-07-21;Ferreira Ltda.
923;153;4;167.53;2025-08-18;Andrade
924;11;3;458.72;2025-04-25;Ribeiro
925;79;2;14.37;2025-04-06;Caldeira
926;126;1;365.33;2025-05-31;Nogueira
927;159;2;150.43;2025-08-24;Gomes
928;89;3;413.26;2025-05-24;Melo
929;99;2;40.79;2025-05-21;Correia Marques S/A
930;67;4;228.91;2025-08-03;Duarte
931;180;5;492.92;2025-06-09;Mendes S.A.
932;146;2;120.47;2025-04-24;Cassiano Melo - EI
933;82;2;62.6;2025-05-01;Gomes S.A.
934;19;2;482.38;2025-06-03;Dias
935;20;1;333.08;2025-04-25;Macedo
936;185;4;168.38;2025-08-02;Leão S.A.
937;16;5;360.05;2025-06-26;Vieira
938;66;4;402.23;2025-04-02;Farias da Costa e Filhos
939;199;2;232.6;2025-07-15;Sales
940;59;2;13.66;2025-05-16;Camargo
941;34;1;122.22;2025-07-16;Fernandes - EI
942;42;2;144.98;2025-06-26;Barros
943;178;3;369.33;2025-05-29;Jesus
944;31;2;327.21;2025-08-23;Oliveira
945;57;4;377.48;2025-08-01;Ribeiro
946;192;2;95.43;2025-07-01;Sampaio da Costa Ltda.
947;51;2;274.25;2025-07-09;Porto
948;44;3;437.49;2025-07-24;Oliveira e Filhos
949;194;4;284.85;2025-05-24;da Paz Ribeiro Ltda.
950;126;4;203.85;2025-07-01;da Rosa Nascimento Ltda.
951;141;4;283.72;2025-06-03;Nogueira
952;45;2;100.67;2025-07-24;Barbosa Lima - ME
953;24;1;192.19;2025-05-17;Siqueira Vieira - EI
954;126;3;347.43;2025-06-18;Sousa
955;55;5;482.84;2025-07-15;Caldeira
956;24;2;166.9;2025-07-09;Rocha Rodrigues - ME
957;199;5;361.13;2025-08-17;da Costa
958;58;5;312.73;2025-07-16;Barros
959;132;4;70.69;2025-08-17;Lopes - EI
960;10;1;373.33;2025-06-21;Brito
961;27;2;206.82;2025-06-15;Borges
962;140;1;356.98;2025-06-08;Cassiano Marques - EI
963;112;2;190.0;2025-07-19;Albuquerque Santos - ME
964;103;2;156.12;2025-04-22;Peixoto
965;60;2;396.83;2025-07-10;Rocha - EI
966;102;6;380.95;2025-07-20;Marques S.A.
967;116;5;356.4;2025-08-30;Campos
968;116;5;120.4;2025-03-07;da Paz
969;72;3;275.31;2025-03-21;Costela Macedo - EI
970;34;2;21.95;2025-05-20;Novais Borges Ltda.
971;186;4;444.34;2025-06-08;Dias
972;141;3;241.57;2025-04-13;Farias
973;159;3;82.82;2025-03-14;Costa
974;131;2;53.12;2025-06-01;da Rosa
975;27;4;114.43;2025-04-14;Carvalho
976;23;2;295.74;2025-07-07;Ribeiro Ltda.
977;157;1;214.72;2025-03-05;Câmara Marques Ltda.
978;145;1;482.84;2025-04-02;Aparecida Pereira - EI
979;167;5;377.65;2025-04-08;Vasconcelos
980;70;2;289.64;2025-05-27;Monteiro Nunes - ME
981;91;2;284.13;2025-03-30;Teixeira Almeida e Filhos
982;167;4;50.94;2025-03-14;Vieira
983;74;3;406.36;2025-03-09;Fernandes Moura Ltda.
984;107;4;488.86;2025-08-17;Vargas Ltda.
985;151;3;496.35;2025-08-20;Correia
986;56;3;220.61;2025-08-15;Oliveira - EI
987;123;6;315.42;2025-08-10;Sampaio - ME
988;92;4;183.53;2025-03-05;Montenegro
989;37;3;463.6;2025-05-04;das Neves - ME
990;28;4;379.49;2025-07-27;Garcia
991;21;4;396.13;2025-05-23;Novaes
992;97;1;492.58;2025-06-11;Melo
993;161;3;489.56;2025-06-06;Mendes
994;66;6;67.46;2025-03-10;Pinto - EI
995;47;2;410.02;2025-08-24;Vasconcelos
996;28;5;332.26;2025-08-26;Sá
997;162;3;492.35;2025-03-16;da Mata S.A.
998;169;1;118.37;2025-06-02;Pereira Barros e Filhos
999;51;3;20.21;2025-08-10;Cavalcanti
1000;6;2;371.46;2025-03-23;Cirino Carvalho - EI
1001;67;6;285.31;2025-03-04;Aparecida
1002;11;1;103.89;2025-08-21;Cassiano - EI
1003;131;6;61.47;2025-03-15;Novais e Filhos
1004;115;1;246.78;2025-05-25;Nunes - ME
1005;90;5;177.43;2025-04-13;Albuquerque S/A
1006;56;1;496.86;2025-06-21;Gonçalves - EI
1007;105;3;246.86;2025-06-13;das Neves Castro S.A.
1008;119;2;384.98;2025-07-14;Novais
1009;148;3;476.11;2025-04-17;da Luz
1010;16;5;35.88;2025-05-16;Vieira Sales e Filhos
1011;194;2;478.04;2025-06-29;Aparecida
1012;1;3;324.66;2025-08-02;da Paz
1013;193;6;476.16;2025-08-14;Viana
1014;85;5;240.84;2025-04-28;Ramos da Cunha Ltda.
1015;188;4;168.63;2025-03-13;Garcia
1016;180;2;155.37;2025-05-22;Araújo
1017;151;4;491.59;2025-08-08;Cassiano S/A
1018;34;2;378.33;2025-05-14;Vieira - EI
1019;198;1;362.85;2025-05-22;Rezende
1020;103;5;179.46;2025-08-10;Souza
1021;119;1;172.06;2025-06-04;Câmara
1022;96;6;59.95;2025-07-31;Pires Cunha - ME
1023;19;4;365.66;2025-04-20;Cavalcanti Gonçalves Ltda.
1024;132;5;375.58;2025-08-16;Silveira - ME
1025;125;4;456.83;2025-06-02;Mendes
1026;149;2;67.56;2025-08-14;Montenegro Ltda.
1027;177;1;451.81;2025-06-27;Dias Nogueira S.A.
1028;155;1;124.04;2025-03-23;Ribeiro
1029;137;1;168.53;2025-06-01;Lima
1030;52;1;161.67;2025-06-13;Farias
1031;19;1;169.67;2025-04-30;Caldeira
1032;78;1;485.25;2025-07-02;da Rosa
1033;58;3;469.47;2025-09-01;da Paz Cunha - ME
1034;22;3;247.95;2025-05-25;Lopes da Mota e Filhos
1035;35;3;177.84;2025-08-14;Aragão Dias - EI
1036;119;3;102.14;2025-07-29;Farias
1037;144;1;397.58;2025-06-02;Cirino
1038;33;4;301.07;2025-07-02;Gomes - EI
1039;193;1;98.92;2025-04-11;Costela
1040;79;6;193.68;2025-06-18;da Cunha Casa Grande Ltda.
1041;117;2;107.88;2025-08-18;Abreu da Paz S.A.
1042;76;5;86.78;2025-08-24;Pimenta
1043;26;2;40.49;2025-05-05;Montenegro S.A.
1044;14;5;69.69;2025-07-06;Costa e Filhos
1045;55;3;244.72;2025-04-02;Melo
1046;10;1;495.19;2025-07-07;Cunha
1047;95;1;107.74;2025-07-30;Duarte - EI
1048;28;2;321.5;2025-07-15;Sampaio
1049;171;2;176.33;2025-06-03;da Costa Novaes - ME
1050;151;6;179.92;2025-03-09;Pires
1051;11;3;340.54;2025-05-25;Pastor Gonçalves - EI
1052;81;2;451.85;2025-06-18;da Mata S.A.
1053;102;4;236.57;2025-03-19;Pacheco
1054;199;2;430.35;2025-08-28;Fernandes S.A.
1055;93;5;328.93;2025-03-05;Fogaça
1056;25;6;76.55;2025-07-05;Pereira Ferreira - ME
1057;92;1;42.43;2025-05-30;Guerra
1058;87;3;114.1;2025-04-04;Macedo
1059;84;2;93.87;2025-08-15;Gonçalves
1060;191;1;345.93;2025-05-01;Caldeira
1061;81;3;165.71;2025-03-17;Guerra
1062;42;2;244.96;2025-08-02;Dias
1063;200;5;302.17;2025-03-05;Siqueira S/A
1064;196;5;14.75;2025-03-20;Alves S/A
1065;156;4;419.9;2025-06-09;Araújo Leão e Filhos
1066;85;2;448.84;2025-05-09;da Cunha
1067;62;2;169.8;2025-03-19;Sampaio S/A
1068;117;1;405.21;2025-06-16;Abreu - ME
1069;108;1;300.9;2025-08-25;Sá e Filhos
1070;193;6;114.4;2025-03-28;Mendes S/A
1071;193;3;91.65;2025-06-18;Duarte - ME
1072;123;5;288.21;2025-04-23;Barros - EI
1073;126;5;336.25;2025-06-28;Brito - EI
1074;109;5;466.73;2025-08-25;Alves
1075;107;4;341.72;2025-04-28;Cavalcanti - ME
1076;197;1;198.26;2025-05-22;Nogueira
1077;89;6;279.09;2025-06-05;Ramos
1078;111;6;386.82;2025-04-11;Lima S.A.
1079;2;1;301.42;2025-03-06;Gomes
1080;34;3;337.95;2025-04-01;Azevedo e Filhos
1081;65;4;276.72;2025-07-05;Freitas e Filhos
1082;145;6;411.44;2025-06-12;Pinto
1083;81;4;191.03;2025-04-20;Brito Silva Ltda.
1084;190;5;174.9;2025-05-02;Nunes
1085;89;5;138.23;2025-03-04;da Paz Nogueira - EI
1086;191;4;117.62;2025-06-27;Macedo
1087;112;1;293.21;2025-06-16;Sousa
1088;53;1;227.44;2025-07-10;da Luz da Paz S.A.
1089;119;6;441.51;2025-06-23;Ramos
1090;70;6;392.27;2025-04-24;Vasconcelos
1091;155;6;141.13;2025-07-22;Barbosa e Filhos
1092;59;2;151.01;2025-06-08;Pimenta
1093;164;4;101.2;2025-07-23;Abreu
1094;185;2;232.28;2025-08-26;Teixeira Rezende S.A.
1095;33;3;420.06;2025-07-26;Fernandes Vargas - EI
1096;200;3;340.46;2025-08-11;Teixeira
1097;152;6;469.58;2025-06-15;da Cruz
1098;31;1;104.18;2025-08-03;Fernandes - ME
1099;16;1;331.47;2025-07-23;Vieira
1100;162;4;237.59;2025-08-23;da Costa S/A
1101;15;3;190.13;2025-08-20;Pastor - EI
1102;85;3;250.08;2025-03-30;Marques Cardoso - EI
1103;63;2;350.7;2025-05-14;Vargas
1104;10;2;27.67;2025-07-06;Lopes Brito Ltda.
1105;118;1;28.25;2025-05-14;Nascimento Câmara - ME
1106;99;5;323.97;2025-03-14;Fernandes
1107;21;1;369.65;2025-07-15;Lima e Filhos
1108;179;6;46.68;2025-06-02;Correia S.A.
1109;26;5;456.57;2025-05-03;Lopes Alves - EI
